# 总字数共1,011,623,817字
# 制作： https://github.com/studyzy/imewlconverter/blob/master/参考/6763字频表(基数10亿).xls
"汉字","排名","频次","频率","累计频率"
圊,5722,67,0.000%,99.998%
圮,5723,67,0.000%,99.998%
堀,5724,67,0.000%,99.998%
忄,5725,67,0.000%,99.998%
氚,5726,67,0.000%,99.998%
皴,5727,67,0.000%,99.998%
绐,5728,67,0.000%,99.998%
蟮,5729,67,0.000%,99.998%
邡,5730,67,0.000%,99.998%
亻,5731,66,0.000%,99.998%
庑,5732,66,0.000%,99.998%
廨,5733,66,0.000%,99.998%
钭,5734,66,0.000%,99.998%
挹,5735,65,0.000%,99.998%
觳,5736,65,0.000%,99.998%
闶,5737,65,0.000%,99.998%
檗,5738,64,0.000%,99.998%
漯,5739,64,0.000%,99.998%
瓿,5740,64,0.000%,99.998%
眚,5741,64,0.000%,99.998%
芴,5742,64,0.000%,99.998%
诂,5743,64,0.000%,99.998%
郴,5744,64,0.000%,99.998%
鳓,5745,64,0.000%,99.998%
俣,5746,63,0.000%,99.998%
徼,5747,63,0.000%,99.998%
桡,5748,63,0.000%,99.998%
楗,5749,63,0.000%,99.998%
莨,5750,63,0.000%,99.998%
酰,5751,63,0.000%,99.998%
雠,5752,63,0.000%,99.998%
喾,5753,62,0.000%,99.998%
揿,5754,62,0.000%,99.998%
笊,5755,62,0.000%,99.998%
苎,5756,62,0.000%,99.998%
黥,5757,62,0.000%,99.998%
僳,5758,61,0.000%,99.998%
芏,5759,61,0.000%,99.998%
菖,5760,61,0.000%,99.998%
蓊,5761,61,0.000%,99.998%
袢,5762,61,0.000%,99.998%
馑,5763,61,0.000%,99.998%
卺,5764,60,0.000%,99.998%
垆,5765,60,0.000%,99.998%
旆,5766,60,0.000%,99.998%
曛,5767,60,0.000%,99.998%
汊,5768,60,0.000%,99.998%
硒,5769,60,0.000%,99.998%
穰,5770,60,0.000%,99.998%
粳,5771,60,0.000%,99.998%
酾,5772,60,0.000%,99.998%
鲷,5773,60,0.000%,99.998%
鹣,5774,60,0.000%,99.998%
塬,5775,59,0.000%,99.998%
曩,5776,59,0.000%,99.998%
荪,5777,59,0.000%,99.998%
莴,5778,59,0.000%,99.998%
蕞,5779,59,0.000%,99.998%
蘖,5780,59,0.000%,99.998%
怃,5781,58,0.000%,99.998%
欤,5782,58,0.000%,99.998%
玢,5783,58,0.000%,99.998%
蕖,5784,58,0.000%,99.998%
镒,5785,58,0.000%,99.998%
厝,5786,57,0.000%,99.998%
坶,5787,57,0.000%,99.998%
屣,5788,57,0.000%,99.998%
揎,5789,57,0.000%,99.998%
榧,5790,57,0.000%,99.998%
芑,5791,57,0.000%,99.998%
蓥,5792,57,0.000%,99.998%
钣,5793,57,0.000%,99.998%
鬲,5794,57,0.000%,99.998%
鳔,5795,57,0.000%,99.998%
鼗,5796,57,0.000%,99.998%
仂,5797,56,0.000%,99.998%
婺,5798,56,0.000%,99.998%
嫠,5799,56,0.000%,99.998%
愦,5800,56,0.000%,99.998%
癍,5801,56,0.000%,99.998%
癔,5802,56,0.000%,99.998%
碓,5803,56,0.000%,99.998%
箧,5804,56,0.000%,99.998%
缶,5805,56,0.000%,99.998%
蘧,5806,56,0.000%,99.998%
妗,5807,55,0.000%,99.998%
幞,5808,55,0.000%,99.998%
沤,5809,55,0.000%,99.998%
痦,5810,55,0.000%,99.998%
蛑,5811,55,0.000%,99.998%
詈,5812,55,0.000%,99.998%
钚,5813,55,0.000%,99.998%
铴,5814,55,0.000%,99.998%
锆,5815,55,0.000%,99.998%
丌,5816,54,0.000%,99.998%
岘,5817,54,0.000%,99.998%
枧,5818,54,0.000%,99.998%
柰,5819,54,0.000%,99.998%
浜,5820,54,0.000%,99.998%
蓼,5821,54,0.000%,99.998%
蛞,5822,54,0.000%,99.998%
鄣,5823,54,0.000%,99.998%
偾,5824,53,0.000%,99.998%
藿,5825,53,0.000%,99.998%
酢,5826,53,0.000%,99.998%
铟,5827,53,0.000%,99.998%
锛,5828,53,0.000%,99.998%
阊,5829,53,0.000%,99.998%
骖,5830,53,0.000%,99.998%
鲆,5831,53,0.000%,99.998%
檩,5832,52,0.000%,99.998%
燔,5833,52,0.000%,99.998%
猓,5834,52,0.000%,99.998%
蘼,5835,52,0.000%,99.998%
趵,5836,52,0.000%,99.998%
酲,5837,52,0.000%,99.998%
鹩,5838,52,0.000%,99.998%
乇,5839,51,0.000%,99.998%
囗,5840,51,0.000%,99.998%
屙,5841,51,0.000%,99.998%
揸,5842,51,0.000%,99.998%
碛,5843,51,0.000%,99.998%
笸,5844,51,0.000%,99.998%
赓,5845,51,0.000%,99.998%
鄄,5846,51,0.000%,99.998%
铱,5847,51,0.000%,99.998%
黻,5848,51,0.000%,99.998%
伲,5849,50,0.000%,99.998%
缂,5850,50,0.000%,99.998%
蜣,5851,50,0.000%,99.998%
蜩,5852,50,0.000%,99.998%
谝,5853,50,0.000%,99.998%
铍,5854,50,0.000%,99.998%
韫,5855,50,0.000%,99.998%
伛,5856,49,0.000%,99.998%
傧,5857,49,0.000%,99.998%
揠,5858,49,0.000%,99.998%
昝,5859,49,0.000%,99.998%
溽,5860,49,0.000%,99.998%
胙,5861,49,0.000%,99.998%
萏,5862,49,0.000%,99.998%
隹,5863,49,0.000%,99.998%
麈,5864,49,0.000%,99.998%
妯,5865,48,0.000%,99.998%
孓,5866,48,0.000%,99.998%
溱,5867,48,0.000%,99.998%
碚,5868,48,0.000%,99.998%
蕺,5869,48,0.000%,99.998%
锊,5870,48,0.000%,99.998%
镧,5871,48,0.000%,99.998%
髀,5872,48,0.000%,99.998%
坫,5873,47,0.000%,99.998%
崃,5874,47,0.000%,99.998%
戢,5875,47,0.000%,99.998%
瑷,5876,47,0.000%,99.998%
糌,5877,47,0.000%,99.998%
缬,5878,47,0.000%,99.998%
邶,5879,47,0.000%,99.998%
坼,5880,46,0.000%,99.998%
梃,5881,46,0.000%,99.998%
瞢,5882,46,0.000%,99.998%
缧,5883,46,0.000%,99.998%
菽,5884,46,0.000%,99.998%
豉,5885,46,0.000%,99.998%
仳,5886,45,0.000%,99.998%
堙,5887,45,0.000%,99.998%
忭,5888,45,0.000%,99.998%
恂,5889,45,0.000%,99.998%
砷,5890,45,0.000%,99.998%
筌,5891,45,0.000%,99.998%
箪,5892,45,0.000%,99.998%
艿,5893,45,0.000%,99.998%
郅,5894,45,0.000%,99.998%
鲢,5895,45,0.000%,99.998%
鳎,5896,45,0.000%,99.999%
厍,5897,44,0.000%,99.999%
哕,5898,44,0.000%,99.999%
廑,5899,44,0.000%,99.999%
敫,5900,44,0.000%,99.999%
栊,5901,44,0.000%,99.999%
癜,5902,44,0.000%,99.999%
碹,5903,44,0.000%,99.999%
磙,5904,44,0.000%,99.999%
笾,5905,44,0.000%,99.999%
篪,5906,44,0.000%,99.999%
缌,5907,44,0.000%,99.999%
苣,5908,44,0.000%,99.999%
荨,5909,44,0.000%,99.999%
诹,5910,44,0.000%,99.999%
诼,5911,44,0.000%,99.999%
钒,5912,44,0.000%,99.999%
嗍,5913,43,0.000%,99.999%
槠,5914,43,0.000%,99.999%
欷,5915,43,0.000%,99.999%
淦,5916,43,0.000%,99.999%
甏,5917,43,0.000%,99.999%
胝,5918,43,0.000%,99.999%
荞,5919,43,0.000%,99.999%
蓍,5920,43,0.000%,99.999%
蛱,5921,43,0.000%,99.999%
裉,5922,43,0.000%,99.999%
辏,5923,43,0.000%,99.999%
颞,5924,43,0.000%,99.999%
麸,5925,43,0.000%,99.999%
娌,5926,42,0.000%,99.999%
椹,5927,42,0.000%,99.999%
缫,5928,42,0.000%,99.999%
翮,5929,42,0.000%,99.999%
诒,5930,42,0.000%,99.999%
郾,5931,42,0.000%,99.999%
铯,5932,42,0.000%,99.999%
锂,5933,42,0.000%,99.999%
鞫,5934,42,0.000%,99.999%
卣,5935,41,0.000%,99.999%
圬,5936,41,0.000%,99.999%
尥,5937,41,0.000%,99.999%
槲,5938,41,0.000%,99.999%
氘,5939,41,0.000%,99.999%
瘘,5940,41,0.000%,99.999%
耩,5941,41,0.000%,99.999%
轫,5942,41,0.000%,99.999%
迨,5943,41,0.000%,99.999%
馓,5944,41,0.000%,99.999%
啉,5945,40,0.000%,99.999%
圪,5946,40,0.000%,99.999%
廴,5947,40,0.000%,99.999%
泺,5948,40,0.000%,99.999%
熳,5949,40,0.000%,99.999%
璩,5950,40,0.000%,99.999%
胗,5951,40,0.000%,99.999%
苁,5952,40,0.000%,99.999%
薹,5953,40,0.000%,99.999%
锘,5954,40,0.000%,99.999%
阌,5955,40,0.000%,99.999%
鳊,5956,40,0.000%,99.999%
唑,5957,39,0.000%,99.999%
溻,5958,39,0.000%,99.999%
瘰,5959,39,0.000%,99.999%
砗,5960,39,0.000%,99.999%
砩,5961,39,0.000%,99.999%
羝,5962,39,0.000%,99.999%
茺,5963,39,0.000%,99.999%
蓠,5964,39,0.000%,99.999%
俳,5965,38,0.000%,99.999%
刳,5966,38,0.000%,99.999%
唣,5967,38,0.000%,99.999%
悝,5968,38,0.000%,99.999%
慊,5969,38,0.000%,99.999%
瘳,5970,38,0.000%,99.999%
茼,5971,38,0.000%,99.999%
麇,5972,38,0.000%,99.999%
黾,5973,38,0.000%,99.999%
嗾,5974,37,0.000%,99.999%
嵛,5975,37,0.000%,99.999%
杩,5976,37,0.000%,99.999%
狨,5977,37,0.000%,99.999%
狺,5978,37,0.000%,99.999%
痧,5979,37,0.000%,99.999%
砜,5980,37,0.000%,99.999%
缍,5981,37,0.000%,99.999%
芡,5982,37,0.000%,99.999%
蓣,5983,37,0.000%,99.999%
顸,5984,37,0.000%,99.999%
槭,5985,36,0.000%,99.999%
溲,5986,36,0.000%,99.999%
畹,5987,36,0.000%,99.999%
痤,5988,36,0.000%,99.999%
眄,5989,36,0.000%,99.999%
糍,5990,36,0.000%,99.999%
葚,5991,36,0.000%,99.999%
郐,5992,36,0.000%,99.999%
酹,5993,36,0.000%,99.999%
镢,5994,36,0.000%,99.999%
隳,5995,36,0.000%,99.999%
鹋,5996,36,0.000%,99.999%
唛,5997,35,0.000%,99.999%
嬖,5998,35,0.000%,99.999%
怍,5999,35,0.000%,99.999%
朊,6000,35,0.000%,99.999%
涫,6001,35,0.000%,99.999%
绲,6002,35,0.000%,99.999%
胼,6003,35,0.000%,99.999%
腧,6004,35,0.000%,99.999%
葑,6005,35,0.000%,99.999%
蠓,6006,35,0.000%,99.999%
踬,6007,35,0.000%,99.999%
鞲,6008,35,0.000%,99.999%
饫,6009,35,0.000%,99.999%
刈,6010,34,0.000%,99.999%
垲,6011,34,0.000%,99.999%
嵴,6012,34,0.000%,99.999%
帻,6013,34,0.000%,99.999%
旰,6014,34,0.000%,99.999%
畚,6015,34,0.000%,99.999%
荭,6016,34,0.000%,99.999%
萸,6017,34,0.000%,99.999%
蘩,6018,34,0.000%,99.999%
颃,6019,34,0.000%,99.999%
颟,6020,34,0.000%,99.999%
鸲,6021,34,0.000%,99.999%
龠,6022,34,0.000%,99.999%
呒,6023,33,0.000%,99.999%
嗌,6024,33,0.000%,99.999%
疸,6025,33,0.000%,99.999%
硖,6026,33,0.000%,99.999%
绁,6027,33,0.000%,99.999%
耧,6028,33,0.000%,99.999%
蚴,6029,33,0.000%,99.999%
蛸,6030,33,0.000%,99.999%
裰,6031,33,0.000%,99.999%
謦,6032,33,0.000%,99.999%
跣,6033,33,0.000%,99.999%
踺,6034,33,0.000%,99.999%
逯,6035,33,0.000%,99.999%
陔,6036,33,0.000%,99.999%
凇,6037,32,0.000%,99.999%
堋,6038,32,0.000%,99.999%
屦,6039,32,0.000%,99.999%
峁,6040,32,0.000%,99.999%
廛,6041,32,0.000%,99.999%
栝,6042,32,0.000%,99.999%
磴,6043,32,0.000%,99.999%
篌,6044,32,0.000%,99.999%
芘,6045,32,0.000%,99.999%
葸,6046,32,0.000%,99.999%
薏,6047,32,0.000%,99.999%
踔,6048,32,0.000%,99.999%
鄞,6049,32,0.000%,99.999%
醢,6050,32,0.000%,99.999%
铒,6051,32,0.000%,99.999%
镲,6052,32,0.000%,99.999%
鲮,6053,32,0.000%,99.999%
仉,6054,31,0.000%,99.999%
侉,6055,31,0.000%,99.999%
桄,6056,31,0.000%,99.999%
泮,6057,31,0.000%,99.999%
燠,6058,31,0.000%,99.999%
犭,6059,31,0.000%,99.999%
皤,6060,31,0.000%,99.999%
粝,6061,31,0.000%,99.999%
蹀,6062,31,0.000%,99.999%
颡,6063,31,0.000%,99.999%
鲞,6064,31,0.000%,99.999%
唪,6065,30,0.000%,99.999%
嗪,6066,30,0.000%,99.999%
掭,6067,30,0.000%,99.999%
畈,6068,30,0.000%,99.999%
簦,6069,30,0.000%,99.999%
绨,6070,30,0.000%,99.999%
胍,6071,30,0.000%,99.999%
胲,6072,30,0.000%,99.999%
舻,6073,30,0.000%,99.999%
铘,6074,30,0.000%,99.999%
锩,6075,30,0.000%,99.999%
鲋,6076,30,0.000%,99.999%
崮,6077,29,0.000%,99.999%
庋,6078,29,0.000%,99.999%
毳,6079,29,0.000%,99.999%
箅,6080,29,0.000%,99.999%
缣,6081,29,0.000%,99.999%
菹,6082,29,0.000%,99.999%
虿,6083,29,0.000%,99.999%
谇,6084,29,0.000%,99.999%
贶,6085,29,0.000%,99.999%
陧,6086,29,0.000%,99.999%
隰,6087,29,0.000%,99.999%
僬,6088,28,0.000%,99.999%
匦,6089,28,0.000%,99.999%
垧,6090,28,0.000%,99.999%
疔,6091,28,0.000%,99.999%
肭,6092,28,0.000%,99.999%
蝤,6093,28,0.000%,99.999%
谖,6094,28,0.000%,99.999%
趑,6095,28,0.000%,99.999%
轭,6096,28,0.000%,99.999%
酐,6097,28,0.000%,99.999%
醅,6098,28,0.000%,99.999%
醑,6099,28,0.000%,99.999%
醛,6100,28,0.000%,99.999%
锬,6101,28,0.000%,99.999%
劂,6102,27,0.000%,99.999%
垅,6103,27,0.000%,99.999%
悛,6104,27,0.000%,99.999%
戥,6105,27,0.000%,99.999%
拶,6106,27,0.000%,99.999%
硷,6107,27,0.000%,99.999%
笕,6108,27,0.000%,99.999%
簟,6109,27,0.000%,99.999%
莼,6110,27,0.000%,99.999%
蒴,6111,27,0.000%,99.999%
藁,6112,27,0.000%,99.999%
诖,6113,27,0.000%,99.999%
谠,6114,27,0.000%,99.999%
谳,6115,27,0.000%,99.999%
邾,6116,27,0.000%,99.999%
陴,6117,27,0.000%,99.999%
鬏,6118,27,0.000%,99.999%
龀,6119,27,0.000%,99.999%
剞,6120,26,0.000%,99.999%
劬,6121,26,0.000%,99.999%
勖,6122,26,0.000%,99.999%
埸,6123,26,0.000%,99.999%
嬲,6124,26,0.000%,99.999%
嵝,6125,26,0.000%,99.999%
搿,6126,26,0.000%,99.999%
柝,6127,26,0.000%,99.999%
桴,6128,26,0.000%,99.999%
洧,6129,26,0.000%,99.999%
浯,6130,26,0.000%,99.999%
疝,6131,26,0.000%,99.999%
笱,6132,26,0.000%,99.999%
肽,6133,26,0.000%,99.999%
舯,6134,26,0.000%,99.999%
艋,6135,26,0.000%,99.999%
芤,6136,26,0.000%,99.999%
葙,6137,26,0.000%,99.999%
鲔,6138,26,0.000%,99.999%
鸸,6139,26,0.000%,99.999%
佾,6140,25,0.000%,99.999%
墁,6141,25,0.000%,99.999%
嫘,6142,25,0.000%,99.999%
榇,6143,25,0.000%,99.999%
煳,6144,25,0.000%,99.999%
硪,6145,25,0.000%,99.999%
礞,6146,25,0.000%,99.999%
菰,6147,25,0.000%,99.999%
蚵,6148,25,0.000%,99.999%
趱,6149,25,0.000%,99.999%
躜,6150,25,0.000%,99.999%
钼,6151,25,0.000%,99.999%
鲱,6152,25,0.000%,99.999%
匚,6153,24,0.000%,99.999%
呋,6154,24,0.000%,99.999%
媵,6155,24,0.000%,99.999%
崦,6156,24,0.000%,99.999%
楝,6157,24,0.000%,99.999%
潲,6158,24,0.000%,99.999%
獯,6159,24,0.000%,99.999%
瘵,6160,24,0.000%,99.999%
绀,6161,24,0.000%,99.999%
绋,6162,24,0.000%,99.999%
莩,6163,24,0.000%,99.999%
觫,6164,24,0.000%,99.999%
辋,6165,24,0.000%,99.999%
镡,6166,24,0.000%,99.999%
髂,6167,24,0.000%,99.999%
鬯,6168,24,0.000%,99.999%
鹨,6169,24,0.000%,99.999%
亓,6170,23,0.000%,99.999%
劓,6171,23,0.000%,99.999%
埕,6172,23,0.000%,99.999%
曷,6173,23,0.000%,99.999%
洚,6174,23,0.000%,99.999%
碲,6175,23,0.000%,99.999%
磲,6176,23,0.000%,99.999%
粜,6177,23,0.000%,99.999%
绱,6178,23,0.000%,99.999%
芄,6179,23,0.000%,99.999%
酚,6180,23,0.000%,99.999%
铪,6181,23,0.000%,99.999%
髌,6182,23,0.000%,99.999%
鲥,6183,23,0.000%,99.999%
俜,6184,22,0.000%,99.999%
刿,6185,22,0.000%,99.999%
吣,6186,22,0.000%,99.999%
垤,6187,22,0.000%,99.999%
枘,6188,22,0.000%,99.999%
氽,6189,22,0.000%,99.999%
溷,6190,22,0.000%,99.999%
甍,6191,22,0.000%,99.999%
笪,6192,22,0.000%,99.999%
胬,6193,22,0.000%,99.999%
舨,6194,22,0.000%,99.999%
芟,6195,22,0.000%,99.999%
蒽,6196,22,0.000%,99.999%
銎,6197,22,0.000%,99.999%
铵,6198,22,0.000%,99.999%
锶,6199,22,0.000%,99.999%
骱,6200,22,0.000%,99.999%
鹆,6201,22,0.000%,99.999%
岣,6202,21,0.000%,99.999%
岵,6203,21,0.000%,99.999%
怿,6204,21,0.000%,99.999%
慝,6205,21,0.000%,99.999%
挢,6206,21,0.000%,99.999%
掎,6207,21,0.000%,99.999%
毹,6208,21,0.000%,99.999%
汆,6209,21,0.000%,99.999%
沲,6210,21,0.000%,99.999%
湔,6211,21,0.000%,99.999%
甙,6212,21,0.000%,99.999%
罟,6213,21,0.000%,99.999%
羼,6214,21,0.000%,99.999%
菝,6215,21,0.000%,100.000%
讵,6216,21,0.000%,100.000%
诎,6217,21,0.000%,100.000%
谮,6218,21,0.000%,100.000%
赉,6219,21,0.000%,100.000%
郄,6220,21,0.000%,100.000%
鐾,6221,21,0.000%,100.000%
鲎,6222,21,0.000%,100.000%
啶,6223,20,0.000%,100.000%
塍,6224,20,0.000%,100.000%
屺,6225,20,0.000%,100.000%
庥,6226,20,0.000%,100.000%
掊,6227,20,0.000%,100.000%
撙,6228,20,0.000%,100.000%
柃,6229,20,0.000%,100.000%
檎,6230,20,0.000%,100.000%
毵,6231,20,0.000%,100.000%
渖,6232,20,0.000%,100.000%
砘,6233,20,0.000%,100.000%
窭,6234,20,0.000%,100.000%
肟,6235,20,0.000%,100.000%
蔸,6236,20,0.000%,100.000%
蚶,6237,20,0.000%,100.000%
蛏,6238,20,0.000%,100.000%
躞,6239,20,0.000%,100.000%
酯,6240,20,0.000%,100.000%
锾,6241,20,0.000%,100.000%
饩,6242,20,0.000%,100.000%
劢,6243,19,0.000%,100.000%
嘧,6244,19,0.000%,100.000%
嵫,6245,19,0.000%,100.000%
擐,6246,19,0.000%,100.000%
湓,6247,19,0.000%,100.000%
蝻,6248,19,0.000%,100.000%
蠖,6249,19,0.000%,100.000%
觖,6250,19,0.000%,100.000%
跬,6251,19,0.000%,100.000%
阝,6252,19,0.000%,100.000%
鳜,6253,19,0.000%,100.000%
仡,6254,18,0.000%,100.000%
垌,6255,18,0.000%,100.000%
氆,6256,18,0.000%,100.000%
氇,6257,18,0.000%,100.000%
汔,6258,18,0.000%,100.000%
篼,6259,18,0.000%,100.000%
缑,6260,18,0.000%,100.000%
舾,6261,18,0.000%,100.000%
莸,6262,18,0.000%,100.000%
蛲,6263,18,0.000%,100.000%
蠛,6264,18,0.000%,100.000%
蠲,6265,18,0.000%,100.000%
褊,6266,18,0.000%,100.000%
醣,6267,18,0.000%,100.000%
骀,6268,18,0.000%,100.000%
倮,6269,17,0.000%,100.000%
僦,6270,17,0.000%,100.000%
凵,6271,17,0.000%,100.000%
崾,6272,17,0.000%,100.000%
渫,6273,17,0.000%,100.000%
瘗,6274,17,0.000%,100.000%
箦,6275,17,0.000%,100.000%
肼,6276,17,0.000%,100.000%
腽,6277,17,0.000%,100.000%
臁,6278,17,0.000%,100.000%
舳,6279,17,0.000%,100.000%
芈,6280,17,0.000%,100.000%
荽,6281,17,0.000%,100.000%
蒉,6282,17,0.000%,100.000%
蛴,6283,17,0.000%,100.000%
袼,6284,17,0.000%,100.000%
跫,6285,17,0.000%,100.000%
遘,6286,17,0.000%,100.000%
儇,6287,16,0.000%,100.000%
埽,6288,16,0.000%,100.000%
庀,6289,16,0.000%,100.000%
戆,6290,16,0.000%,100.000%
扃,6291,16,0.000%,100.000%
搛,6292,16,0.000%,100.000%
杪,6293,16,0.000%,100.000%
浼,6294,16,0.000%,100.000%
滏,6295,16,0.000%,100.000%
瓞,6296,16,0.000%,100.000%
疃,6297,16,0.000%,100.000%
砟,6298,16,0.000%,100.000%
硗,6299,16,0.000%,100.000%
禊,6300,16,0.000%,100.000%
篥,6301,16,0.000%,100.000%
簋,6302,16,0.000%,100.000%
綮,6303,16,0.000%,100.000%
苤,6304,16,0.000%,100.000%
踣,6305,16,0.000%,100.000%
躐,6306,16,0.000%,100.000%
酴,6307,16,0.000%,100.000%
钽,6308,16,0.000%,100.000%
锸,6309,16,0.000%,100.000%
锼,6310,16,0.000%,100.000%
阃,6311,16,0.000%,100.000%
鞔,6312,16,0.000%,100.000%
鲭,6313,16,0.000%,100.000%
鹪,6314,16,0.000%,100.000%
黪,6315,16,0.000%,100.000%
黼,6316,16,0.000%,100.000%
榀,6317,15,0.000%,100.000%
榘,6318,15,0.000%,100.000%
氵,6319,15,0.000%,100.000%
浍,6320,15,0.000%,100.000%
炱,6321,15,0.000%,100.000%
煺,6322,15,0.000%,100.000%
犋,6323,15,0.000%,100.000%
砻,6324,15,0.000%,100.000%
秕,6325,15,0.000%,100.000%
籼,6326,15,0.000%,100.000%
耜,6327,15,0.000%,100.000%
肀,6328,15,0.000%,100.000%
肫,6329,15,0.000%,100.000%
肷,6330,15,0.000%,100.000%
胂,6331,15,0.000%,100.000%
莛,6332,15,0.000%,100.000%
裥,6333,15,0.000%,100.000%
逭,6334,15,0.000%,100.000%
钋,6335,15,0.000%,100.000%
钌,6336,15,0.000%,100.000%
钸,6337,15,0.000%,100.000%
髑,6338,15,0.000%,100.000%
鳆,6339,15,0.000%,100.000%
鼯,6340,15,0.000%,100.000%
佴,6341,14,0.000%,100.000%
吲,6342,14,0.000%,100.000%
帱,6343,14,0.000%,100.000%
搌,6344,14,0.000%,100.000%
擗,6345,14,0.000%,100.000%
桷,6346,14,0.000%,100.000%
氡,6347,14,0.000%,100.000%
氩,6348,14,0.000%,100.000%
溴,6349,14,0.000%,100.000%
畋,6350,14,0.000%,100.000%
硐,6351,14,0.000%,100.000%
糇,6352,14,0.000%,100.000%
腠,6353,14,0.000%,100.000%
葶,6354,14,0.000%,100.000%
袷,6355,14,0.000%,100.000%
陬,6356,14,0.000%,100.000%
黉,6357,14,0.000%,100.000%
龆,6358,14,0.000%,100.000%
刂,6359,13,0.000%,100.000%
哜,6360,13,0.000%,100.000%
埴,6361,13,0.000%,100.000%
岜,6362,13,0.000%,100.000%
徂,6363,13,0.000%,100.000%
惝,6364,13,0.000%,100.000%
扌,6365,13,0.000%,100.000%
烀,6366,13,0.000%,100.000%
眢,6367,13,0.000%,100.000%
瞵,6368,13,0.000%,100.000%
筇,6369,13,0.000%,100.000%
簏,6370,13,0.000%,100.000%
芗,6371,13,0.000%,100.000%
蝽,6372,13,0.000%,100.000%
蟪,6373,13,0.000%,100.000%
郫,6374,13,0.000%,100.000%
钕,6375,13,0.000%,100.000%
钫,6376,13,0.000%,100.000%
镉,6377,13,0.000%,100.000%
镘,6378,13,0.000%,100.000%
颥,6379,13,0.000%,100.000%
黹,6380,13,0.000%,100.000%
坜,6381,12,0.000%,100.000%
埤,6382,12,0.000%,100.000%
廾,6383,12,0.000%,100.000%
彳,6384,12,0.000%,100.000%
楦,6385,12,0.000%,100.000%
氙,6386,12,0.000%,100.000%
澌,6387,12,0.000%,100.000%
畛,6388,12,0.000%,100.000%
疳,6389,12,0.000%,100.000%
瘅,6390,12,0.000%,100.000%
砉,6391,12,0.000%,100.000%
砹,6392,12,0.000%,100.000%
碡,6393,12,0.000%,100.000%
穸,6394,12,0.000%,100.000%
缵,6395,12,0.000%,100.000%
羟,6396,12,0.000%,100.000%
膦,6397,12,0.000%,100.000%
菪,6398,12,0.000%,100.000%
虼,6399,12,0.000%,100.000%
蛘,6400,12,0.000%,100.000%
螨,6401,12,0.000%,100.000%
裼,6402,12,0.000%,100.000%
讠,6403,12,0.000%,100.000%
迕,6404,12,0.000%,100.000%
钅,6405,12,0.000%,100.000%
铈,6406,12,0.000%,100.000%
锇,6407,12,0.000%,100.000%
锔,6408,12,0.000%,100.000%
锪,6409,12,0.000%,100.000%
镓,6410,12,0.000%,100.000%
镦,6411,12,0.000%,100.000%
镱,6412,12,0.000%,100.000%
霪,6413,12,0.000%,100.000%
骒,6414,12,0.000%,100.000%
鹁,6415,12,0.000%,100.000%
冁,6416,11,0.000%,100.000%
冖,6417,11,0.000%,100.000%
哿,6418,11,0.000%,100.000%
噍,6419,11,0.000%,100.000%
埝,6420,11,0.000%,100.000%
弪,6421,11,0.000%,100.000%
攉,6422,11,0.000%,100.000%
浞,6423,11,0.000%,100.000%
潴,6424,11,0.000%,100.000%
畀,6425,11,0.000%,100.000%
籴,6426,11,0.000%,100.000%
罱,6427,11,0.000%,100.000%
羰,6428,11,0.000%,100.000%
胨,6429,11,0.000%,100.000%
胩,6430,11,0.000%,100.000%
舴,6431,11,0.000%,100.000%
苊,6432,11,0.000%,100.000%
茆,6433,11,0.000%,100.000%
茛,6434,11,0.000%,100.000%
蒇,6435,11,0.000%,100.000%
虮,6436,11,0.000%,100.000%
蠊,6437,11,0.000%,100.000%
裒,6438,11,0.000%,100.000%
襞,6439,11,0.000%,100.000%
觇,6440,11,0.000%,100.000%
轺,6441,11,0.000%,100.000%
锿,6442,11,0.000%,100.000%
髹,6443,11,0.000%,100.000%
鸫,6444,11,0.000%,100.000%
哌,6445,10,0.000%,100.000%
垸,6446,10,0.000%,100.000%
埏,6447,10,0.000%,100.000%
墼,6448,10,0.000%,100.000%
帙,6449,10,0.000%,100.000%
悃,6450,10,0.000%,100.000%
揲,6451,10,0.000%,100.000%
晡,6452,10,0.000%,100.000%
榍,6453,10,0.000%,100.000%
榱,6454,10,0.000%,100.000%
殪,6455,10,0.000%,100.000%
淠,6456,10,0.000%,100.000%
漤,6457,10,0.000%,100.000%
疬,6458,10,0.000%,100.000%
砑,6459,10,0.000%,100.000%
缲,6460,10,0.000%,100.000%
罘,6461,10,0.000%,100.000%
苈,6462,10,0.000%,100.000%
萆,6463,10,0.000%,100.000%
谂,6464,10,0.000%,100.000%
辶,6465,10,0.000%,100.000%
鄹,6466,10,0.000%,100.000%
酞,6467,10,0.000%,100.000%
钔,6468,10,0.000%,100.000%
铥,6469,10,0.000%,100.000%
镅,6470,10,0.000%,100.000%
髟,6471,10,0.000%,100.000%
鲡,6472,10,0.000%,100.000%
鲦,6473,10,0.000%,100.000%
鳇,6474,10,0.000%,100.000%
鹇,6475,10,0.000%,100.000%
鹱,6476,10,0.000%,100.000%
埒,6477,9,0.000%,100.000%
岽,6478,9,0.000%,100.000%
悫,6479,9,0.000%,100.000%
攵,6480,9,0.000%,100.000%
桊,6481,9,0.000%,100.000%
桕,6482,9,0.000%,100.000%
槔,6483,9,0.000%,100.000%
溆,6484,9,0.000%,100.000%
漶,6485,9,0.000%,100.000%
牾,6486,9,0.000%,100.000%
畎,6487,9,0.000%,100.000%
疖,6488,9,0.000%,100.000%
