# 数据名: 欧洲赤膀鸭的秋季迁徙模式
标签,经度,纬度,坐标系统,开始时间,结束时间,说明
漈凫,14.65383,49.0995,WGS_84,2010-8-26 21:0:0,2010-8-26 21:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-8-27 6:0:0,2010-8-27 6:0:0,gps
漈凫,14.67983,49.09067,WGS_84,2010-8-28 15:0:0,2010-8-28 15:0:0,gps
漈凫,14.654,49.09933,WGS_84,2010-8-28 21:0:0,2010-8-28 21:0:0,gps
漈凫,14.68017,49.09083,WGS_84,2010-8-29 9:0:0,2010-8-29 9:0:0,gps
漈凫,14.68033,49.09167,WGS_84,2010-8-29 15:0:0,2010-8-29 15:0:0,gps
漈凫,14.65433,49.09917,WGS_84,2010-8-29 21:0:0,2010-8-29 21:0:0,gps
漈凫,14.68,49.09083,WGS_84,2010-8-30 15:0:0,2010-8-30 15:0:0,gps
漈凫,14.65383,49.0995,WGS_84,2010-8-30 21:0:0,2010-8-30 21:0:0,gps
漈凫,14.68017,49.09083,WGS_84,2010-8-31 9:0:0,2010-8-31 9:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-8-31 21:0:0,2010-8-31 21:0:0,gps
漈凫,14.68017,49.09083,WGS_84,2010-9-1 9:0:0,2010-9-1 9:0:0,gps
漈凫,14.65383,49.09933,WGS_84,2010-9-1 21:0:0,2010-9-1 21:0:0,gps
漈凫,14.68017,49.09083,WGS_84,2010-9-2 9:0:0,2010-9-2 9:0:0,gps
漈凫,14.654,49.0995,WGS_84,2010-9-2 21:0:0,2010-9-2 21:0:0,gps
漈凫,14.679,49.09083,WGS_84,2010-9-3 6:0:0,2010-9-3 6:0:0,gps
漈凫,14.68033,49.09067,WGS_84,2010-9-3 9:0:0,2010-9-3 9:0:0,gps
漈凫,14.65417,49.09933,WGS_84,2010-9-3 21:0:0,2010-9-3 21:0:0,gps
漈凫,14.66517,49.0875,WGS_84,2010-9-4 6:0:0,2010-9-4 6:0:0,gps
漈凫,14.68,49.09083,WGS_84,2010-9-4 9:0:0,2010-9-4 9:0:0,gps
漈凫,14.65367,49.0995,WGS_84,2010-9-4 21:0:0,2010-9-4 21:0:0,gps
漈凫,14.68017,49.09167,WGS_84,2010-9-12 15:0:0,2010-9-12 15:0:0,gps
漈凫,14.65417,49.09933,WGS_84,2010-9-12 21:0:0,2010-9-12 21:0:0,gps
漈凫,14.68,49.09033,WGS_84,2010-9-13 6:0:0,2010-9-13 6:0:0,gps
漈凫,14.68017,49.09083,WGS_84,2010-9-13 9:0:0,2010-9-13 9:0:0,gps
漈凫,14.68,49.09067,WGS_84,2010-9-13 15:0:0,2010-9-13 15:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-9-13 21:0:0,2010-9-13 21:0:0,gps
漈凫,14.68033,49.09083,WGS_84,2010-9-14 9:0:0,2010-9-14 9:0:0,gps
漈凫,14.68,49.09067,WGS_84,2010-9-14 15:0:0,2010-9-14 15:0:0,gps
漈凫,14.654,49.09933,WGS_84,2010-9-14 21:0:0,2010-9-14 21:0:0,gps
漈凫,14.68017,49.09067,WGS_84,2010-9-15 9:0:0,2010-9-15 9:0:0,gps
漈凫,14.68017,49.09083,WGS_84,2010-9-15 15:0:0,2010-9-15 15:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-9-15 21:0:0,2010-9-15 21:0:0,gps
漈凫,14.68067,49.0905,WGS_84,2010-9-16 9:0:0,2010-9-16 9:0:0,gps
漈凫,14.68017,49.09067,WGS_84,2010-9-16 15:0:0,2010-9-16 15:0:0,gps
漈凫,14.654,49.09933,WGS_84,2010-9-16 21:0:0,2010-9-16 21:0:0,gps
漈凫,14.68,49.09083,WGS_84,2010-9-17 15:0:0,2010-9-17 15:0:0,gps
漈凫,14.31417,48.24217,WGS_84,2010-9-18 6:0:0,2010-9-18 6:0:0,gps
漈凫,14.25283,48.21517,WGS_84,2010-9-18 21:0:0,2010-9-18 21:0:0,gps
漈凫,14.25467,48.21483,WGS_84,2010-9-19 21:0:0,2010-9-19 21:0:0,gps
漈凫,14.25517,48.21433,WGS_84,2010-9-20 6:0:0,2010-9-20 6:0:0,gps
漈凫,14.14033,48.189,WGS_84,2010-9-20 21:0:0,2010-9-20 21:0:0,gps
漈凫,14.12667,48.18,WGS_84,2010-9-21 6:0:0,2010-9-21 6:0:0,gps
漈凫,14.253,48.21417,WGS_84,2010-9-21 15:0:0,2010-9-21 15:0:0,gps
漈凫,14.25283,48.2145,WGS_84,2010-9-21 21:0:0,2010-9-21 21:0:0,gps
漈凫,14.25367,48.21433,WGS_84,2010-9-22 6:0:0,2010-9-22 6:0:0,gps
漈凫,14.25367,48.21467,WGS_84,2010-9-22 9:0:0,2010-9-22 9:0:0,gps
漈凫,14.14417,48.1885,WGS_84,2010-9-22 15:0:0,2010-9-22 15:0:0,gps
漈凫,14.163,48.19217,WGS_84,2010-9-22 21:0:0,2010-9-22 21:0:0,gps
漈凫,14.25317,48.21417,WGS_84,2010-9-23 6:0:0,2010-9-23 6:0:0,gps
漈凫,14.25333,48.21433,WGS_84,2010-9-23 9:0:0,2010-9-23 9:0:0,gps
漈凫,14.2545,48.21567,WGS_84,2010-9-23 15:0:0,2010-9-23 15:0:0,gps
漈凫,14.25367,48.21467,WGS_84,2010-9-23 21:0:0,2010-9-23 21:0:0,gps
漈凫,14.14533,48.189,WGS_84,2010-9-24 9:0:0,2010-9-24 9:0:0,gps
漈凫,14.145,48.18883,WGS_84,2010-9-24 21:0:0,2010-9-24 21:0:0,gps
漈凫,14.166,48.1945,WGS_84,2010-9-25 9:0:0,2010-9-25 9:0:0,gps
漈凫,14.145,48.18883,WGS_84,2010-9-25 21:0:0,2010-9-25 21:0:0,gps
漈凫,14.12833,48.17767,WGS_84,2010-9-26 15:0:0,2010-9-26 15:0:0,gps
漈凫,14.12517,48.17733,WGS_84,2010-9-28 15:0:0,2010-9-28 15:0:0,gps
漈凫,14.708,49.21667,WGS_84,2010-5-30 15:0:0,2010-5-30 15:0:0,gps
漈凫,14.70833,49.21633,WGS_84,2010-5-31 15:0:0,2010-5-31 15:0:0,gps
漈凫,14.73883,49.23133,WGS_84,2010-6-1 6:0:0,2010-6-1 6:0:0,gps
漈凫,14.70783,49.216,WGS_84,2010-6-4 6:0:0,2010-6-4 6:0:0,gps
漈凫,14.708,49.2155,WGS_84,2010-6-5 9:0:0,2010-6-5 9:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-5 21:0:0,2010-6-5 21:0:0,gps
漈凫,14.708,49.21583,WGS_84,2010-6-6 9:0:0,2010-6-6 9:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-6 21:0:0,2010-6-6 21:0:0,gps
漈凫,14.708,49.2155,WGS_84,2010-6-7 9:0:0,2010-6-7 9:0:0,gps
漈凫,14.70783,49.21567,WGS_84,2010-6-7 21:0:0,2010-6-7 21:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-8 9:0:0,2010-6-8 9:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-8 21:0:0,2010-6-8 21:0:0,gps
漈凫,14.71017,49.21717,WGS_84,2010-6-9 9:0:0,2010-6-9 9:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-9 21:0:0,2010-6-9 21:0:0,gps
漈凫,14.70933,49.2185,WGS_84,2010-6-10 9:0:0,2010-6-10 9:0:0,gps
漈凫,14.75,49.23417,WGS_84,2010-6-12 9:0:0,2010-6-12 9:0:0,gps
漈凫,14.75,49.23417,WGS_84,2010-6-12 15:0:0,2010-6-12 15:0:0,gps
漈凫,14.708,49.2155,WGS_84,2010-6-13 9:0:0,2010-6-13 9:0:0,gps
漈凫,14.75017,49.23433,WGS_84,2010-6-13 15:0:0,2010-6-13 15:0:0,gps
漈凫,14.708,49.216,WGS_84,2010-6-14 6:0:0,2010-6-14 6:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-14 9:0:0,2010-6-14 9:0:0,gps
漈凫,14.70817,49.2155,WGS_84,2010-6-14 15:0:0,2010-6-14 15:0:0,gps
漈凫,14.74733,49.23283,WGS_84,2010-6-15 6:0:0,2010-6-15 6:0:0,gps
漈凫,14.708,49.21567,WGS_84,2010-6-15 9:0:0,2010-6-15 9:0:0,gps
漈凫,14.75,49.23433,WGS_84,2010-6-16 6:0:0,2010-6-16 6:0:0,gps
漈凫,14.708,49.2155,WGS_84,2010-6-16 9:0:0,2010-6-16 9:0:0,gps
漈凫,14.69867,49.2175,WGS_84,2010-6-16 15:0:0,2010-6-16 15:0:0,gps
漈凫,14.70533,49.21317,WGS_84,2010-6-17 6:0:0,2010-6-17 6:0:0,gps
漈凫,14.70517,49.213,WGS_84,2010-6-17 9:0:0,2010-6-17 9:0:0,gps
漈凫,14.705,49.213,WGS_84,2010-6-17 15:0:0,2010-6-17 15:0:0,gps
漈凫,14.75,49.23417,WGS_84,2010-6-17 21:0:0,2010-6-17 21:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-18 6:0:0,2010-6-18 6:0:0,gps
漈凫,14.70517,49.213,WGS_84,2010-6-18 9:0:0,2010-6-18 9:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-18 15:0:0,2010-6-18 15:0:0,gps
漈凫,14.66,49.13517,WGS_84,2010-6-18 21:0:0,2010-6-18 21:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-19 6:0:0,2010-6-19 6:0:0,gps
漈凫,14.70517,49.213,WGS_84,2010-6-19 9:0:0,2010-6-19 9:0:0,gps
漈凫,14.70533,49.2125,WGS_84,2010-6-19 15:0:0,2010-6-19 15:0:0,gps
漈凫,14.70483,49.21283,WGS_84,2010-6-20 6:0:0,2010-6-20 6:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-20 9:0:0,2010-6-20 9:0:0,gps
漈凫,14.70583,49.21283,WGS_84,2010-6-20 15:0:0,2010-6-20 15:0:0,gps
漈凫,14.71283,49.23133,WGS_84,2010-6-20 21:0:0,2010-6-20 21:0:0,gps
漈凫,14.70483,49.2125,WGS_84,2010-6-21 6:0:0,2010-6-21 6:0:0,gps
漈凫,14.705,49.21283,WGS_84,2010-6-21 15:0:0,2010-6-21 15:0:0,gps
漈凫,14.74967,49.23183,WGS_84,2010-6-21 21:0:0,2010-6-21 21:0:0,gps
漈凫,14.705,49.21267,WGS_84,2010-6-22 6:0:0,2010-6-22 6:0:0,gps
漈凫,14.70517,49.213,WGS_84,2010-6-22 9:0:0,2010-6-22 9:0:0,gps
漈凫,14.705,49.21283,WGS_84,2010-6-23 6:0:0,2010-6-23 6:0:0,gps
漈凫,14.705,49.213,WGS_84,2010-6-23 15:0:0,2010-6-23 15:0:0,gps
漈凫,14.75,49.23433,WGS_84,2010-6-24 6:0:0,2010-6-24 6:0:0,gps
漈凫,14.75,49.23433,WGS_84,2010-6-24 9:0:0,2010-6-24 9:0:0,gps
漈凫,14.74983,49.23417,WGS_84,2010-6-24 15:0:0,2010-6-24 15:0:0,gps
漈凫,14.75,49.23417,WGS_84,2010-6-25 6:0:0,2010-6-25 6:0:0,gps
漈凫,14.74967,49.23417,WGS_84,2010-6-25 9:0:0,2010-6-25 9:0:0,gps
漈凫,14.70533,49.213,WGS_84,2010-6-25 15:0:0,2010-6-25 15:0:0,gps
漈凫,14.74967,49.23167,WGS_84,2010-6-25 21:0:0,2010-6-25 21:0:0,gps
漈凫,14.74983,49.23433,WGS_84,2010-6-26 6:0:0,2010-6-26 6:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-26 9:0:0,2010-6-26 9:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-26 15:0:0,2010-6-26 15:0:0,gps
漈凫,14.74983,49.23183,WGS_84,2010-6-26 21:0:0,2010-6-26 21:0:0,gps
漈凫,14.70483,49.21983,WGS_84,2010-6-27 9:0:0,2010-6-27 9:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-27 15:0:0,2010-6-27 15:0:0,gps
漈凫,14.762,49.22467,WGS_84,2010-6-27 21:0:0,2010-6-27 21:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-28 6:0:0,2010-6-28 6:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-28 9:0:0,2010-6-28 9:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-28 15:0:0,2010-6-28 15:0:0,gps
漈凫,14.7275,49.2405,WGS_84,2010-6-28 21:0:0,2010-6-28 21:0:0,gps
漈凫,14.70517,49.213,WGS_84,2010-6-29 9:0:0,2010-6-29 9:0:0,gps
漈凫,14.70467,49.2125,WGS_84,2010-6-29 15:0:0,2010-6-29 15:0:0,gps
漈凫,14.74983,49.23167,WGS_84,2010-6-29 21:0:0,2010-6-29 21:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-6-30 9:0:0,2010-6-30 9:0:0,gps
漈凫,14.705,49.21233,WGS_84,2010-6-30 15:0:0,2010-6-30 15:0:0,gps
漈凫,14.74967,49.23167,WGS_84,2010-6-30 21:0:0,2010-6-30 21:0:0,gps
漈凫,14.75017,49.23417,WGS_84,2010-7-1 9:0:0,2010-7-1 9:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-1 15:0:0,2010-7-1 15:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-7-1 21:0:0,2010-7-1 21:0:0,gps
漈凫,14.70217,49.21933,WGS_84,2010-7-2 9:0:0,2010-7-2 9:0:0,gps
漈凫,14.70517,49.21317,WGS_84,2010-7-2 15:0:0,2010-7-2 15:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-2 21:0:0,2010-7-2 21:0:0,gps
漈凫,14.7495,49.2315,WGS_84,2010-7-3 6:0:0,2010-7-3 6:0:0,gps
漈凫,14.7495,49.23167,WGS_84,2010-7-3 9:0:0,2010-7-3 9:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-3 15:0:0,2010-7-3 15:0:0,gps
漈凫,14.7495,49.23183,WGS_84,2010-7-3 21:0:0,2010-7-3 21:0:0,gps
漈凫,14.7495,49.23183,WGS_84,2010-7-4 6:0:0,2010-7-4 6:0:0,gps
漈凫,14.705,49.21283,WGS_84,2010-7-4 9:0:0,2010-7-4 9:0:0,gps
漈凫,14.70517,49.213,WGS_84,2010-7-4 15:0:0,2010-7-4 15:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-4 21:0:0,2010-7-4 21:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-5 6:0:0,2010-7-5 6:0:0,gps
漈凫,14.7495,49.23167,WGS_84,2010-7-5 9:0:0,2010-7-5 9:0:0,gps
漈凫,14.74933,49.23133,WGS_84,2010-7-5 15:0:0,2010-7-5 15:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-7-5 21:0:0,2010-7-5 21:0:0,gps
漈凫,14.705,49.21283,WGS_84,2010-7-6 6:0:0,2010-7-6 6:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-7-6 9:0:0,2010-7-6 9:0:0,gps
漈凫,14.7025,49.21917,WGS_84,2010-7-6 15:0:0,2010-7-6 15:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-6 21:0:0,2010-7-6 21:0:0,gps
漈凫,14.70517,49.21283,WGS_84,2010-7-7 6:0:0,2010-7-7 6:0:0,gps
漈凫,14.705,49.213,WGS_84,2010-7-7 9:0:0,2010-7-7 9:0:0,gps
漈凫,14.74983,49.232,WGS_84,2010-7-7 21:0:0,2010-7-7 21:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-8 9:0:0,2010-7-8 9:0:0,gps
漈凫,14.705,49.2125,WGS_84,2010-7-8 15:0:0,2010-7-8 15:0:0,gps
漈凫,14.74933,49.23133,WGS_84,2010-7-8 21:0:0,2010-7-8 21:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-9 9:0:0,2010-7-9 9:0:0,gps
漈凫,14.7495,49.23183,WGS_84,2010-7-9 15:0:0,2010-7-9 15:0:0,gps
漈凫,14.74867,49.23167,WGS_84,2010-7-9 21:0:0,2010-7-9 21:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-10 9:0:0,2010-7-10 9:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-10 15:0:0,2010-7-10 15:0:0,gps
漈凫,14.7495,49.2315,WGS_84,2010-7-10 21:0:0,2010-7-10 21:0:0,gps
漈凫,14.7495,49.23167,WGS_84,2010-7-11 9:0:0,2010-7-11 9:0:0,gps
漈凫,14.7495,49.23167,WGS_84,2010-7-11 15:0:0,2010-7-11 15:0:0,gps
漈凫,14.74917,49.23133,WGS_84,2010-7-11 21:0:0,2010-7-11 21:0:0,gps
漈凫,14.7495,49.23183,WGS_84,2010-7-12 9:0:0,2010-7-12 9:0:0,gps
漈凫,14.74917,49.2315,WGS_84,2010-7-12 15:0:0,2010-7-12 15:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-12 21:0:0,2010-7-12 21:0:0,gps
漈凫,14.74917,49.23133,WGS_84,2010-7-13 9:0:0,2010-7-13 9:0:0,gps
漈凫,14.74983,49.2315,WGS_84,2010-7-13 15:0:0,2010-7-13 15:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-13 21:0:0,2010-7-13 21:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-14 9:0:0,2010-7-14 9:0:0,gps
漈凫,14.74983,49.23167,WGS_84,2010-7-14 15:0:0,2010-7-14 15:0:0,gps
漈凫,14.74933,49.2315,WGS_84,2010-7-14 21:0:0,2010-7-14 21:0:0,gps
漈凫,14.74983,49.23133,WGS_84,2010-7-15 6:0:0,2010-7-15 6:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-15 9:0:0,2010-7-15 9:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-15 15:0:0,2010-7-15 15:0:0,gps
漈凫,14.6605,49.13583,WGS_84,2010-7-15 21:0:0,2010-7-15 21:0:0,gps
漈凫,14.75017,49.23117,WGS_84,2010-7-16 6:0:0,2010-7-16 6:0:0,gps
漈凫,14.74983,49.23117,WGS_84,2010-7-16 15:0:0,2010-7-16 15:0:0,gps
漈凫,14.661,49.13617,WGS_84,2010-7-16 21:0:0,2010-7-16 21:0:0,gps
漈凫,14.74967,49.2315,WGS_84,2010-7-17 15:0:0,2010-7-17 15:0:0,gps
漈凫,14.661,49.13567,WGS_84,2010-7-17 21:0:0,2010-7-17 21:0:0,gps
漈凫,14.64517,49.13517,WGS_84,2010-7-18 6:0:0,2010-7-18 6:0:0,gps
漈凫,14.645,49.09933,WGS_84,2010-7-18 9:0:0,2010-7-18 9:0:0,gps
漈凫,13.66767,48.85167,WGS_84,2010-7-18 21:0:0,2010-7-18 21:0:0,gps
漈凫,12.04017,48.50117,WGS_84,2010-7-19 9:0:0,2010-7-19 9:0:0,gps
漈凫,12.04017,48.50117,WGS_84,2010-7-19 15:0:0,2010-7-19 15:0:0,gps
漈凫,12.04033,48.50133,WGS_84,2010-7-19 21:0:0,2010-7-19 21:0:0,gps
漈凫,12.03917,48.5005,WGS_84,2010-7-20 6:0:0,2010-7-20 6:0:0,gps
漈凫,12.03917,48.50067,WGS_84,2010-7-20 9:0:0,2010-7-20 9:0:0,gps
漈凫,12.03933,48.50067,WGS_84,2010-7-20 15:0:0,2010-7-20 15:0:0,gps
漈凫,12.04117,48.50383,WGS_84,2010-7-20 21:0:0,2010-7-20 21:0:0,gps
漈凫,12.0455,48.50117,WGS_84,2010-7-21 6:0:0,2010-7-21 6:0:0,gps
漈凫,12.0495,48.5025,WGS_84,2010-7-21 9:0:0,2010-7-21 9:0:0,gps
漈凫,12.0495,48.50233,WGS_84,2010-7-21 15:0:0,2010-7-21 15:0:0,gps
漈凫,12.04933,48.50233,WGS_84,2010-7-21 21:0:0,2010-7-21 21:0:0,gps
漈凫,12.04933,48.50217,WGS_84,2010-7-22 6:0:0,2010-7-22 6:0:0,gps
漈凫,12.0495,48.50233,WGS_84,2010-7-22 9:0:0,2010-7-22 9:0:0,gps
漈凫,12.0495,48.502,WGS_84,2010-7-22 15:0:0,2010-7-22 15:0:0,gps
漈凫,12.045,48.50083,WGS_84,2010-7-23 6:0:0,2010-7-23 6:0:0,gps
漈凫,12.04533,48.49917,WGS_84,2010-7-23 15:0:0,2010-7-23 15:0:0,gps
漈凫,12.04767,48.50167,WGS_84,2010-7-23 21:0:0,2010-7-23 21:0:0,gps
漈凫,12.04183,48.49983,WGS_84,2010-7-24 6:0:0,2010-7-24 6:0:0,gps
漈凫,12.04517,48.49917,WGS_84,2010-7-24 15:0:0,2010-7-24 15:0:0,gps
漈凫,12.04517,48.49933,WGS_84,2010-7-25 9:0:0,2010-7-25 9:0:0,gps
漈凫,12.04933,48.50233,WGS_84,2010-7-25 15:0:0,2010-7-25 15:0:0,gps
漈凫,12.0495,48.50233,WGS_84,2010-7-25 21:0:0,2010-7-25 21:0:0,gps
漈凫,12.04883,48.50217,WGS_84,2010-7-26 6:0:0,2010-7-26 6:0:0,gps
漈凫,12.04933,48.50233,WGS_84,2010-7-26 9:0:0,2010-7-26 9:0:0,gps
漈凫,12.0375,48.501,WGS_84,2010-7-26 15:0:0,2010-7-26 15:0:0,gps
漈凫,11.9155,48.46017,WGS_84,2010-7-26 21:0:0,2010-7-26 21:0:0,gps
漈凫,11.91167,48.46433,WGS_84,2010-7-27 6:0:0,2010-7-27 6:0:0,gps
漈凫,11.91483,48.46033,WGS_84,2010-7-27 9:0:0,2010-7-27 9:0:0,gps
漈凫,11.91583,48.46017,WGS_84,2010-7-27 15:0:0,2010-7-27 15:0:0,gps
漈凫,11.91517,48.46,WGS_84,2010-7-27 21:0:0,2010-7-27 21:0:0,gps
漈凫,11.91517,48.46033,WGS_84,2010-7-28 6:0:0,2010-7-28 6:0:0,gps
漈凫,11.91433,48.4605,WGS_84,2010-7-28 9:0:0,2010-7-28 9:0:0,gps
漈凫,11.9115,48.46433,WGS_84,2010-7-28 15:0:0,2010-7-28 15:0:0,gps
漈凫,11.91567,48.46033,WGS_84,2010-7-29 6:0:0,2010-7-29 6:0:0,gps
漈凫,11.91483,48.4605,WGS_84,2010-7-29 15:0:0,2010-7-29 15:0:0,gps
漈凫,11.915,48.46,WGS_84,2010-7-30 21:0:0,2010-7-30 21:0:0,gps
漈凫,14.7515,49.08717,WGS_84,2010-5-31 6:0:0,2010-5-31 6:0:0,gps
漈凫,14.7515,49.086,WGS_84,2010-5-31 9:0:0,2010-5-31 9:0:0,gps
漈凫,14.75217,49.08583,WGS_84,2010-5-31 15:0:0,2010-5-31 15:0:0,gps
漈凫,14.7515,49.10767,WGS_84,2010-5-31 21:0:0,2010-5-31 21:0:0,gps
漈凫,14.75133,49.08633,WGS_84,2010-6-1 6:0:0,2010-6-1 6:0:0,gps
漈凫,14.7515,49.08633,WGS_84,2010-6-1 9:0:0,2010-6-1 9:0:0,gps
漈凫,14.75183,49.0855,WGS_84,2010-6-1 15:0:0,2010-6-1 15:0:0,gps
漈凫,14.75133,49.10767,WGS_84,2010-6-1 21:0:0,2010-6-1 21:0:0,gps
漈凫,14.747,49.10817,WGS_84,2010-6-2 6:0:0,2010-6-2 6:0:0,gps
漈凫,14.7515,49.10783,WGS_84,2010-6-2 9:0:0,2010-6-2 9:0:0,gps
漈凫,14.7495,49.11,WGS_84,2010-6-2 15:0:0,2010-6-2 15:0:0,gps
漈凫,14.75133,49.108,WGS_84,2010-6-2 21:0:0,2010-6-2 21:0:0,gps
漈凫,14.75267,49.08517,WGS_84,2010-6-3 6:0:0,2010-6-3 6:0:0,gps
漈凫,14.7475,49.091,WGS_84,2010-6-3 9:0:0,2010-6-3 9:0:0,gps
漈凫,14.74833,49.07867,WGS_84,2010-6-3 15:0:0,2010-6-3 15:0:0,gps
漈凫,14.75133,49.10767,WGS_84,2010-6-3 21:0:0,2010-6-3 21:0:0,gps
漈凫,14.75133,49.089,WGS_84,2010-6-4 6:0:0,2010-6-4 6:0:0,gps
漈凫,14.74817,49.079,WGS_84,2010-6-4 9:0:0,2010-6-4 9:0:0,gps
漈凫,14.75133,49.08717,WGS_84,2010-6-4 15:0:0,2010-6-4 15:0:0,gps
漈凫,14.75133,49.10783,WGS_84,2010-6-4 21:0:0,2010-6-4 21:0:0,gps
漈凫,14.75167,49.07333,WGS_84,2010-6-5 6:0:0,2010-6-5 6:0:0,gps
漈凫,14.748,49.07833,WGS_84,2010-6-5 9:0:0,2010-6-5 9:0:0,gps
漈凫,14.74767,49.07633,WGS_84,2010-6-5 15:0:0,2010-6-5 15:0:0,gps
漈凫,14.75167,49.108,WGS_84,2010-6-5 21:0:0,2010-6-5 21:0:0,gps
漈凫,14.75183,49.08617,WGS_84,2010-6-6 6:0:0,2010-6-6 6:0:0,gps
漈凫,14.7515,49.10783,WGS_84,2010-6-6 9:0:0,2010-6-6 9:0:0,gps
漈凫,14.74667,49.10767,WGS_84,2010-6-6 15:0:0,2010-6-6 15:0:0,gps
漈凫,14.752,49.10783,WGS_84,2010-6-6 21:0:0,2010-6-6 21:0:0,gps
漈凫,14.74867,49.10717,WGS_84,2010-6-7 6:0:0,2010-6-7 6:0:0,gps
漈凫,14.7515,49.108,WGS_84,2010-6-7 9:0:0,2010-6-7 9:0:0,gps
漈凫,14.75167,49.108,WGS_84,2010-6-7 15:0:0,2010-6-7 15:0:0,gps
漈凫,14.75167,49.10783,WGS_84,2010-6-7 21:0:0,2010-6-7 21:0:0,gps
漈凫,14.75133,49.08617,WGS_84,2010-6-8 6:0:0,2010-6-8 6:0:0,gps
漈凫,14.753,49.10717,WGS_84,2010-6-8 9:0:0,2010-6-8 9:0:0,gps
漈凫,14.75583,49.10817,WGS_84,2010-6-8 15:0:0,2010-6-8 15:0:0,gps
漈凫,14.75183,49.108,WGS_84,2010-6-8 21:0:0,2010-6-8 21:0:0,gps
漈凫,14.74733,49.10567,WGS_84,2010-6-9 6:0:0,2010-6-9 6:0:0,gps
漈凫,14.75583,49.10833,WGS_84,2010-6-9 9:0:0,2010-6-9 9:0:0,gps
漈凫,14.7475,49.10833,WGS_84,2010-6-9 15:0:0,2010-6-9 15:0:0,gps
漈凫,14.74667,49.1065,WGS_84,2010-6-9 21:0:0,2010-6-9 21:0:0,gps
漈凫,14.75583,49.10817,WGS_84,2010-6-10 6:0:0,2010-6-10 6:0:0,gps
漈凫,14.75583,49.10833,WGS_84,2010-6-10 9:0:0,2010-6-10 9:0:0,gps
漈凫,14.756,49.10817,WGS_84,2010-6-10 15:0:0,2010-6-10 15:0:0,gps
漈凫,14.75183,49.10783,WGS_84,2010-6-10 21:0:0,2010-6-10 21:0:0,gps
漈凫,14.75533,49.10817,WGS_84,2010-6-11 6:0:0,2010-6-11 6:0:0,gps
漈凫,14.756,49.10833,WGS_84,2010-6-11 9:0:0,2010-6-11 9:0:0,gps
漈凫,14.75583,49.10833,WGS_84,2010-6-11 15:0:0,2010-6-11 15:0:0,gps
漈凫,14.75133,49.10783,WGS_84,2010-6-11 21:0:0,2010-6-11 21:0:0,gps
漈凫,14.75583,49.10817,WGS_84,2010-6-12 6:0:0,2010-6-12 6:0:0,gps
漈凫,14.756,49.10817,WGS_84,2010-6-12 9:0:0,2010-6-12 9:0:0,gps
漈凫,14.75583,49.10833,WGS_84,2010-6-12 15:0:0,2010-6-12 15:0:0,gps
漈凫,14.75133,49.108,WGS_84,2010-6-12 21:0:0,2010-6-12 21:0:0,gps
漈凫,14.75583,49.10833,WGS_84,2010-6-13 6:0:0,2010-6-13 6:0:0,gps
漈凫,14.75583,49.10833,WGS_84,2010-6-13 9:0:0,2010-6-13 9:0:0,gps
